Date,Time,Hour,NO2_Level,Day_of_Week,Season
2024-01-21,22:00:00,22,5.54,Sunday,Winter
2024-01-21,23:00:00,23,4.98,Sunday,Winter
2024-01-21,24:00:00,24,2.09,Sunday,Winter
2024-01-22,01:00:00,1,1.24,Monday,Winter
2024-01-22,02:00:00,2,1.37,Monday,Winter
2024-01-22,03:00:00,3,2.05,Monday,Winter
2024-01-22,04:00:00,4,3.45,Monday,Winter
2024-01-22,05:00:00,5,2.93,Monday,Winter
2024-01-22,06:00:00,6,10.1,Monday,Winter
2024-01-22,07:00:00,7,15.04,Monday,Winter
2024-01-22,08:00:00,8,18.16,Monday,Winter
2024-01-22,09:00:00,9,20.67,Monday,Winter
2024-01-22,10:00:00,10,11.59,Monday,Winter
2024-01-22,11:00:00,11,12.15,Monday,Winter
2024-01-22,12:00:00,12,10.94,Monday,Winter
2024-01-22,13:00:00,13,9.5,Monday,Winter
2024-01-22,14:00:00,14,13.5,Monday,Winter
2024-01-22,15:00:00,15,10.57,Monday,Winter
2024-01-22,16:00:00,16,8.99,Monday,Winter
2024-01-22,17:00:00,17,10.43,Monday,Winter
2024-01-22,18:00:00,18,11.87,Monday,Winter
2024-01-22,19:00:00,19,12.62,Monday,Winter
2024-01-22,20:00:00,20,9.82,Monday,Winter
2024-01-22,21:00:00,21,12.2,Monday,Winter
2024-01-22,22:00:00,22,6.42,Monday,Winter
2024-01-22,23:00:00,23,6.8,Monday,Winter
2024-01-22,24:00:00,24,3.31,Monday,Winter
2024-01-23,01:00:00,1,3.04,Tuesday,Winter
2024-01-23,02:00:00,2,3.29,Tuesday,Winter
2024-01-23,03:00:00,3,3.21,Tuesday,Winter
2024-01-23,04:00:00,4,7.54,Tuesday,Winter
2024-01-23,05:00:00,5,9.96,Tuesday,Winter
2024-01-23,06:00:00,6,35.43,Tuesday,Winter
2024-01-23,07:00:00,7,27.42,Tuesday,Winter
2024-01-23,08:00:00,8,37.8,Tuesday,Winter
2024-01-23,09:00:00,9,22.9,Tuesday,Winter
2024-01-23,10:00:00,10,20.07,Tuesday,Winter
2024-01-23,11:00:00,11,30.77,Tuesday,Winter
2024-01-23,12:00:00,12,26.3,Tuesday,Winter
2024-01-23,13:00:00,13,26.96,Tuesday,Winter
2024-01-23,14:00:00,14,18.16,Tuesday,Winter
2024-01-23,15:00:00,15,14.11,Tuesday,Winter
2024-01-23,16:00:00,16,13.59,Tuesday,Winter
2024-01-23,17:00:00,17,14.76,Tuesday,Winter
2024-01-23,18:00:00,18,18.34,Tuesday,Winter
2024-01-23,19:00:00,19,11.41,Tuesday,Winter
2024-01-23,20:00:00,20,10.57,Tuesday,Winter
2024-01-23,21:00:00,21,6.89,Tuesday,Winter
2024-01-23,22:00:00,22,7.87,Tuesday,Winter
2024-01-23,23:00:00,23,4.89,Tuesday,Winter
2024-01-23,24:00:00,24,6.1,Tuesday,Winter
2024-01-24,01:00:00,1,4.84,Wednesday,Winter
2024-01-24,02:00:00,2,2.67,Wednesday,Winter
2024-01-24,03:00:00,3,3.12,Wednesday,Winter
2024-01-24,04:00:00,4,3.86,Wednesday,Winter
2024-01-24,05:00:00,5,8.94,Wednesday,Winter
2024-01-24,06:00:00,6,6.28,Wednesday,Winter
2024-01-24,07:00:00,7,5.17,Wednesday,Winter
2024-01-24,08:00:00,8,4.38,Wednesday,Winter
2024-01-24,09:00:00,9,4.28,Wednesday,Winter
2024-01-24,10:00:00,10,3.91,Wednesday,Winter
2024-01-24,11:00:00,11,4.33,Wednesday,Winter
2024-01-24,12:00:00,12,4.66,Wednesday,Winter
2024-01-24,13:00:00,13,4.33,Wednesday,Winter
2024-01-24,14:00:00,14,5.59,Wednesday,Winter
2024-01-24,15:00:00,15,6.66,Wednesday,Winter
2024-01-24,16:00:00,16,7.4,Wednesday,Winter
2024-01-24,17:00:00,17,14.99,Wednesday,Winter
2024-01-24,18:00:00,18,26.54,Wednesday,Winter
2024-01-24,19:00:00,19,30.68,Wednesday,Winter
2024-01-24,20:00:00,20,27.05,Wednesday,Winter
2024-01-24,21:00:00,21,26.02,Wednesday,Winter
2024-01-24,22:00:00,22,19.69,Wednesday,Winter
2024-01-24,23:00:00,23,14.99,Wednesday,Winter
2024-01-24,24:00:00,24,26.91,Wednesday,Winter
2024-01-25,01:00:00,1,11.24,Thursday,Winter
2024-01-25,02:00:00,2,7.2,Thursday,Winter
2024-01-25,03:00:00,3,8.99,Thursday,Winter
2024-01-25,04:00:00,4,4.19,Thursday,Winter
2024-01-25,05:00:00,5,6.52,Thursday,Winter
2024-01-25,06:00:00,6,31.33,Thursday,Winter
2024-01-25,07:00:00,7,31.94,Thursday,Winter
2024-01-25,08:00:00,8,36.13,Thursday,Winter
2024-01-25,09:00:00,9,23.46,Thursday,Winter
2024-01-25,10:00:00,10,27.51,Thursday,Winter
2024-01-25,11:00:00,11,26.58,Thursday,Winter
2024-01-25,12:00:00,12,24.49,Thursday,Winter
2024-01-25,13:00:00,13,29.61,Thursday,Winter
2024-01-25,14:00:00,14,21.23,Thursday,Winter
2024-01-25,15:00:00,15,17.64,Thursday,Winter
2024-01-25,16:00:00,16,26.3,Thursday,Winter
2024-01-25,17:00:00,17,25.56,Thursday,Winter
2024-01-25,18:00:00,18,26.86,Thursday,Winter
2024-01-25,19:00:00,19,13.55,Thursday,Winter
2024-01-25,20:00:00,20,10.99,Thursday,Winter
2024-01-25,21:00:00,21,13.97,Thursday,Winter
2024-01-25,22:00:00,22,15.13,Thursday,Winter
2024-01-25,23:00:00,23,10.52,Thursday,Winter
2024-01-25,24:00:00,24,14.06,Thursday,Winter
2024-01-26,01:00:00,1,18.5,Friday,Winter
2024-01-26,02:00:00,2,4.53,Friday,Winter
2024-01-26,03:00:00,3,2.84,Friday,Winter
2024-01-26,04:00:00,4,2.65,Friday,Winter
2024-01-26,05:00:00,5,3.49,Friday,Winter
2024-01-26,06:00:00,6,4.93,Friday,Winter
2024-01-26,07:00:00,7,24.67,Friday,Winter
2024-01-26,08:00:00,8,27.65,Friday,Winter
2024-01-26,09:00:00,9,14.15,Friday,Winter
2024-01-26,10:00:00,10,24.86,Friday,Winter
2024-01-26,11:00:00,11,18.2,Friday,Winter
2024-01-26,12:00:00,12,17.18,Friday,Winter
2024-01-26,13:00:00,13,13.64,Friday,Winter
2024-01-26,14:00:00,14,16.34,Friday,Winter
2024-01-26,15:00:00,15,12.24,Friday,Winter
2024-01-26,16:00:00,16,18.48,Friday,Winter
2024-01-26,17:00:00,17,13.36,Friday,Winter
2024-01-26,18:00:00,18,13.45,Friday,Winter
2024-01-26,19:00:00,19,12.1,Friday,Winter
2024-01-26,20:00:00,20,10.75,Friday,Winter
2024-01-26,21:00:00,21,10.2,Friday,Winter
2024-01-26,22:00:00,22,8.01,Friday,Winter
2024-01-26,23:00:00,23,5.87,Friday,Winter
2024-01-26,24:00:00,24,4.66,Friday,Winter
2024-01-27,01:00:00,1,3.66,Saturday,Winter
2024-01-27,02:00:00,2,2.86,Saturday,Winter
2024-01-27,03:00:00,3,3.68,Saturday,Winter
2024-01-27,04:00:00,4,6.52,Saturday,Winter
2024-01-27,05:00:00,5,8.61,Saturday,Winter
2024-01-27,06:00:00,6,10.29,Saturday,Winter
2024-01-27,07:00:00,7,8.75,Saturday,Winter
2024-01-27,08:00:00,8,7.4,Saturday,Winter
2024-01-27,09:00:00,9,8.75,Saturday,Winter
2024-01-27,10:00:00,10,7.08,Saturday,Winter
2024-01-27,11:00:00,11,9.45,Saturday,Winter
2024-01-27,12:00:00,12,9.45,Saturday,Winter
2024-01-27,13:00:00,13,8.19,Saturday,Winter
2024-01-27,14:00:00,14,8.24,Saturday,Winter
2024-01-27,15:00:00,15,8.89,Saturday,Winter
2024-01-27,16:00:00,16,8.43,Saturday,Winter
2024-01-27,17:00:00,17,12.29,Saturday,Winter
2024-01-27,18:00:00,18,13.92,Saturday,Winter
2024-01-27,19:00:00,19,13.83,Saturday,Winter
2024-01-27,20:00:00,20,12.62,Saturday,Winter
2024-01-27,21:00:00,21,10.34,Saturday,Winter
2024-01-27,22:00:00,22,10.06,Saturday,Winter
2024-01-27,23:00:00,23,9.45,Saturday,Winter
2024-01-27,24:00:00,24,10.15,Saturday,Winter
2024-01-28,01:00:00,1,11.86,Sunday,Winter
2024-01-28,02:00:00,2,5.03,Sunday,Winter
2024-01-28,03:00:00,3,4.14,Sunday,Winter
2024-01-28,04:00:00,4,9.92,Sunday,Winter
2024-01-28,05:00:00,5,9.4,Sunday,Winter
2024-01-28,06:00:00,6,7.68,Sunday,Winter
2024-01-28,07:00:00,7,8.33,Sunday,Winter
2024-01-28,08:00:00,8,7.73,Sunday,Winter
2024-01-28,09:00:00,9,4.33,Sunday,Winter
2024-01-28,10:00:00,10,6.8,Sunday,Winter
2024-01-28,11:00:00,11,6.66,Sunday,Winter
2024-01-28,12:00:00,12,11.17,Sunday,Winter
2024-01-28,13:00:00,13,13.87,Sunday,Winter
2024-01-28,14:00:00,14,11.17,Sunday,Winter
2024-01-28,15:00:00,15,8.99,Sunday,Winter
2024-01-28,16:00:00,16,9.5,Sunday,Winter
2024-01-28,17:00:00,17,8.89,Sunday,Winter
2024-01-28,18:00:00,18,7.54,Sunday,Winter
2024-01-28,19:00:00,19,7.03,Sunday,Winter
2024-01-28,20:00:00,20,7.17,Sunday,Winter
2024-01-28,21:00:00,21,10.66,Sunday,Winter
2024-01-28,22:00:00,22,6.75,Sunday,Winter
2024-01-28,23:00:00,23,4.05,Sunday,Winter
2024-01-28,24:00:00,24,4.33,Sunday,Winter
2024-01-29,01:00:00,1,3.91,Monday,Winter
2024-01-29,02:00:00,2,1.8,Monday,Winter
2024-01-29,03:00:00,3,2.23,Monday,Winter
2024-01-29,04:00:00,4,3.35,Monday,Winter
2024-01-29,05:00:00,5,5.54,Monday,Winter
2024-01-29,06:00:00,6,14.29,Monday,Winter
2024-01-29,07:00:00,7,57.77,Monday,Winter
2024-01-29,08:00:00,8,58.71,Monday,Winter
2024-01-29,09:00:00,9,61.36,Monday,Winter
2024-01-29,10:00:00,10,62.66,Monday,Winter
2024-01-29,11:00:00,11,54.1,Monday,Winter
2024-01-29,13:00:00,13,35.94,Monday,Winter
2024-01-29,14:00:00,14,30.4,Monday,Winter
2024-01-29,15:00:00,15,37.29,Monday,Winter
2024-01-29,16:00:00,16,27.05,Monday,Winter
2024-01-29,17:00:00,17,42.74,Monday,Winter
2024-01-29,18:00:00,18,53.31,Monday,Winter
2024-01-29,19:00:00,19,54.98,Monday,Winter
2024-01-29,20:00:00,20,57.08,Monday,Winter
2024-01-29,21:00:00,21,43.44,Monday,Winter
2024-01-29,22:00:00,22,48.37,Monday,Winter
2024-01-29,23:00:00,23,36.55,Monday,Winter
2024-01-29,24:00:00,24,34.26,Monday,Winter
2024-01-30,01:00:00,1,27.5,Tuesday,Winter
2024-01-30,02:00:00,2,14.28,Tuesday,Winter
2024-01-30,03:00:00,3,10.1,Tuesday,Winter
2024-01-30,04:00:00,4,7.68,Tuesday,Winter
2024-01-30,05:00:00,5,5.4,Tuesday,Winter
2024-01-30,06:00:00,6,18.25,Tuesday,Winter
2024-01-30,07:00:00,7,60.89,Tuesday,Winter
2024-01-30,08:00:00,8,67.64,Tuesday,Winter
2024-01-30,09:00:00,9,68.95,Tuesday,Winter
2024-01-30,10:00:00,10,50.98,Tuesday,Winter
2024-01-30,11:00:00,11,42.13,Tuesday,Winter
2024-01-30,12:00:00,12,27.14,Tuesday,Winter
2024-01-30,13:00:00,13,21.28,Tuesday,Winter
2024-01-30,14:00:00,14,22.25,Tuesday,Winter
2024-01-30,15:00:00,15,33.1,Tuesday,Winter
2024-01-30,16:00:00,16,49.07,Tuesday,Winter
2024-01-30,17:00:00,17,34.08,Tuesday,Winter
2024-01-30,18:00:00,18,28.21,Tuesday,Winter
2024-01-30,19:00:00,19,24.91,Tuesday,Winter
2024-01-30,20:00:00,20,20.34,Tuesday,Winter
2024-01-30,21:00:00,21,28.72,Tuesday,Winter
2024-01-30,22:00:00,22,10.94,Tuesday,Winter
2024-01-30,23:00:00,23,22.53,Tuesday,Winter
2024-01-30,24:00:00,24,12.52,Tuesday,Winter
2024-01-31,01:00:00,1,8.5,Wednesday,Winter
2024-01-31,02:00:00,2,4.1,Wednesday,Winter
2024-01-31,03:00:00,3,7.26,Wednesday,Winter
2024-01-31,04:00:00,4,10.2,Wednesday,Winter
2024-01-31,05:00:00,5,3.54,Wednesday,Winter
2024-01-31,06:00:00,6,4.52,Wednesday,Winter
2024-01-31,07:00:00,7,6.05,Wednesday,Winter
2024-01-31,08:00:00,8,6.52,Wednesday,Winter
2024-01-31,09:00:00,9,7.08,Wednesday,Winter
2024-01-31,10:00:00,10,7.91,Wednesday,Winter
2024-01-31,11:00:00,11,8.19,Wednesday,Winter
2024-01-31,12:00:00,12,7.17,Wednesday,Winter
2024-01-31,17:00:00,17,8.01,Wednesday,Winter
2024-01-31,18:00:00,18,10.43,Wednesday,Winter
2024-01-31,19:00:00,19,12.99,Wednesday,Winter
2024-01-31,20:00:00,20,14.66,Wednesday,Winter
2024-01-31,21:00:00,21,13.83,Wednesday,Winter
2024-01-31,22:00:00,22,9.36,Wednesday,Winter
2024-01-31,23:00:00,23,4.38,Wednesday,Winter
2024-01-31,24:00:00,24,3.63,Wednesday,Winter
2024-02-01,01:00:00,1,4.91,Thursday,Winter
2024-02-01,02:00:00,2,2.8,Thursday,Winter
2024-02-01,03:00:00,3,2.24,Thursday,Winter
2024-02-01,04:00:00,4,1.31,Thursday,Winter
2024-02-01,05:00:00,5,2.38,Thursday,Winter
2024-02-01,06:00:00,6,7.78,Thursday,Winter
2024-02-01,07:00:00,7,17.53,Thursday,Winter
2024-02-01,08:00:00,8,19.34,Thursday,Winter
2024-02-01,09:00:00,9,27.31,Thursday,Winter
2024-02-01,10:00:00,10,30.81,Thursday,Winter
2024-02-01,11:00:00,11,24.33,Thursday,Winter
2024-02-01,12:00:00,12,20.46,Thursday,Winter
2024-02-01,13:00:00,13,18.74,Thursday,Winter
2024-02-01,14:00:00,14,38.18,Thursday,Winter
2024-02-01,15:00:00,15,32.72,Thursday,Winter
2024-02-01,16:00:00,16,39.76,Thursday,Winter
2024-02-01,17:00:00,17,17.99,Thursday,Winter
2024-02-01,18:00:00,18,15.1,Thursday,Winter
2024-02-01,19:00:00,19,11.56,Thursday,Winter
2024-02-01,20:00:00,20,10.91,Thursday,Winter
2024-02-01,21:00:00,21,9.28,Thursday,Winter
2024-02-01,22:00:00,22,7.74,Thursday,Winter
2024-02-01,23:00:00,23,29.69,Thursday,Winter
2024-02-01,24:00:00,24,41.85,Thursday,Winter
2024-02-02,01:00:00,1,25.07,Friday,Winter
2024-02-02,02:00:00,2,6.41,Friday,Winter
2024-02-02,03:00:00,3,6.49,Friday,Winter
2024-02-02,04:00:00,4,4.34,Friday,Winter
2024-02-02,05:00:00,5,4.99,Friday,Winter
2024-02-02,06:00:00,6,12.0,Friday,Winter
2024-02-02,07:00:00,7,44.8,Friday,Winter
2024-02-02,08:00:00,8,44.1,Friday,Winter
2024-02-02,09:00:00,9,32.48,Friday,Winter
2024-02-02,10:00:00,10,27.86,Friday,Winter
2024-02-02,11:00:00,11,33.56,Friday,Winter
2024-02-02,12:00:00,12,13.16,Friday,Winter
2024-02-02,13:00:00,13,8.4,Friday,Winter
2024-02-02,14:00:00,14,10.13,Friday,Winter
2024-02-02,15:00:00,15,8.64,Friday,Winter
2024-02-02,16:00:00,16,13.44,Friday,Winter
2024-02-02,17:00:00,17,16.24,Friday,Winter
2024-02-02,18:00:00,18,14.75,Friday,Winter
2024-02-02,19:00:00,19,14.04,Friday,Winter
2024-02-02,20:00:00,20,14.42,Friday,Winter
2024-02-02,21:00:00,21,10.41,Friday,Winter
2024-02-02,22:00:00,22,12.69,Friday,Winter
2024-02-02,23:00:00,23,12.69,Friday,Winter
2024-02-02,24:00:00,24,15.58,Friday,Winter
2024-02-03,01:00:00,1,29.21,Saturday,Winter
2024-02-03,02:00:00,2,8.35,Saturday,Winter
2024-02-03,03:00:00,3,6.91,Saturday,Winter
2024-02-03,04:00:00,4,7.47,Saturday,Winter
2024-02-03,05:00:00,5,10.04,Saturday,Winter
2024-02-03,06:00:00,6,6.36,Saturday,Winter
2024-02-03,07:00:00,7,6.68,Saturday,Winter
2024-02-03,08:00:00,8,6.77,Saturday,Winter
2024-02-03,09:00:00,9,9.25,Saturday,Winter
2024-02-03,10:00:00,10,10.23,Saturday,Winter
2024-02-03,11:00:00,11,19.81,Saturday,Winter
2024-02-03,12:00:00,12,14.39,Saturday,Winter
2024-02-03,13:00:00,13,16.07,Saturday,Winter
2024-02-03,14:00:00,14,5.47,Saturday,Winter
2024-02-03,15:00:00,15,19.31,Saturday,Winter
2024-02-03,16:00:00,16,29.58,Saturday,Winter
2024-02-03,17:00:00,17,22.85,Saturday,Winter
2024-02-03,18:00:00,18,18.59,Saturday,Winter
2024-02-03,19:00:00,19,26.63,Saturday,Winter
2024-02-03,20:00:00,20,28.97,Saturday,Winter
2024-02-03,21:00:00,21,16.35,Saturday,Winter
2024-02-03,22:00:00,22,13.74,Saturday,Winter
2024-02-03,23:00:00,23,12.24,Saturday,Winter
2024-02-03,24:00:00,24,12.15,Saturday,Winter
2024-02-04,01:00:00,1,13.03,Sunday,Winter
2024-02-04,02:00:00,2,5.49,Sunday,Winter
2024-02-04,03:00:00,3,6.74,Sunday,Winter
2024-02-04,04:00:00,4,5.29,Sunday,Winter
2024-02-04,05:00:00,5,4.4,Sunday,Winter
2024-02-04,06:00:00,6,7.81,Sunday,Winter
2024-02-04,07:00:00,7,12.49,Sunday,Winter
2024-02-04,08:00:00,8,8.89,Sunday,Winter
2024-02-04,09:00:00,9,12.4,Sunday,Winter
2024-02-04,10:00:00,10,11.23,Sunday,Winter
2024-02-04,11:00:00,11,10.29,Sunday,Winter
2024-02-04,12:00:00,12,8.65,Sunday,Winter
2024-02-04,13:00:00,13,9.12,Sunday,Winter
2024-02-04,14:00:00,14,11.92,Sunday,Winter
2024-02-04,15:00:00,15,6.5,Sunday,Winter
2024-02-04,16:00:00,16,8.09,Sunday,Winter
2024-02-04,17:00:00,17,10.43,Sunday,Winter
2024-02-04,18:00:00,18,21.37,Sunday,Winter
2024-02-04,19:00:00,19,27.92,Sunday,Winter
2024-02-04,20:00:00,20,18.0,Sunday,Winter
2024-02-04,21:00:00,21,23.43,Sunday,Winter
2024-02-04,22:00:00,22,23.71,Sunday,Winter
2024-02-04,23:00:00,23,33.94,Sunday,Winter
2024-02-04,24:00:00,24,34.08,Sunday,Winter
2024-02-05,01:00:00,1,28.33,Monday,Winter
2024-02-05,02:00:00,2,29.64,Monday,Winter
2024-02-05,03:00:00,3,16.52,Monday,Winter
2024-02-05,04:00:00,4,3.09,Monday,Winter
2024-02-05,05:00:00,5,5.01,Monday,Winter
2024-02-05,06:00:00,6,5.38,Monday,Winter
2024-02-05,07:00:00,7,1.73,Monday,Winter
2024-02-05,08:00:00,8,4.26,Monday,Winter
2024-02-05,09:00:00,9,7.44,Monday,Winter
2024-02-05,10:00:00,10,3.98,Monday,Winter
2024-02-05,11:00:00,11,3.79,Monday,Winter
2024-02-05,12:00:00,12,3.79,Monday,Winter
2024-02-05,13:00:00,13,8.24,Monday,Winter
2024-02-05,14:00:00,14,8.75,Monday,Winter
2024-02-05,15:00:00,15,9.64,Monday,Winter
2024-02-05,16:00:00,16,9.27,Monday,Winter
2024-02-05,17:00:00,17,9.78,Monday,Winter
2024-02-05,18:00:00,18,11.75,Monday,Winter
2024-02-05,19:00:00,19,11.7,Monday,Winter
2024-02-05,20:00:00,20,7.82,Monday,Winter
2024-02-05,21:00:00,21,33.84,Monday,Winter
2024-02-05,22:00:00,22,36.0,Monday,Winter
2024-02-05,23:00:00,23,40.39,Monday,Winter
2024-02-05,24:00:00,24,27.14,Monday,Winter
2024-02-06,01:00:00,1,22.56,Tuesday,Winter
2024-02-06,02:00:00,2,7.25,Tuesday,Winter
2024-02-06,03:00:00,3,43.76,Tuesday,Winter
2024-02-06,04:00:00,4,29.51,Tuesday,Winter
2024-02-06,05:00:00,5,14.76,Tuesday,Winter
2024-02-06,06:00:00,6,26.54,Tuesday,Winter
2024-02-06,07:00:00,7,42.7,Tuesday,Winter
2024-02-06,08:00:00,8,31.57,Tuesday,Winter
2024-02-06,09:00:00,9,38.3,Tuesday,Winter
2024-02-06,10:00:00,10,29.88,Tuesday,Winter
2024-02-06,11:00:00,11,13.61,Tuesday,Winter
2024-02-06,12:00:00,12,9.57,Tuesday,Winter
2024-02-06,15:00:00,15,4.48,Tuesday,Winter
2024-02-06,16:00:00,16,6.29,Tuesday,Winter
2024-02-06,17:00:00,17,4.15,Tuesday,Winter
2024-02-06,18:00:00,18,7.06,Tuesday,Winter
2024-02-06,19:00:00,19,7.68,Tuesday,Winter
2024-02-06,20:00:00,20,10.54,Tuesday,Winter
2024-02-06,21:00:00,21,13.17,Tuesday,Winter
2024-02-06,22:00:00,22,10.35,Tuesday,Winter
2024-02-06,23:00:00,23,12.45,Tuesday,Winter
2024-02-06,24:00:00,24,9.87,Tuesday,Winter
2024-02-07,01:00:00,1,12.6,Wednesday,Winter
2024-02-07,02:00:00,2,15.84,Wednesday,Winter
2024-02-07,03:00:00,3,18.04,Wednesday,Winter
2024-02-07,04:00:00,4,8.53,Wednesday,Winter
2024-02-07,05:00:00,5,22.43,Wednesday,Winter
2024-02-07,06:00:00,6,24.55,Wednesday,Winter
2024-02-07,07:00:00,7,48.94,Wednesday,Winter
2024-02-07,08:00:00,8,57.19,Wednesday,Winter
2024-02-07,09:00:00,9,51.97,Wednesday,Winter
2024-02-07,10:00:00,10,24.0,Wednesday,Winter
2024-02-07,11:00:00,11,9.09,Wednesday,Winter
2024-02-07,12:00:00,12,8.9,Wednesday,Winter
2024-02-07,13:00:00,13,7.33,Wednesday,Winter
2024-02-07,14:00:00,14,8.14,Wednesday,Winter
2024-02-07,15:00:00,15,10.34,Wednesday,Winter
2024-02-07,16:00:00,16,9.77,Wednesday,Winter
2024-02-07,17:00:00,17,18.22,Wednesday,Winter
2024-02-07,18:00:00,18,16.17,Wednesday,Winter
2024-02-07,19:00:00,19,15.65,Wednesday,Winter
2024-02-07,20:00:00,20,14.79,Wednesday,Winter
2024-02-07,21:00:00,21,25.56,Wednesday,Winter
2024-02-07,22:00:00,22,37.25,Wednesday,Winter
2024-02-07,23:00:00,23,32.43,Wednesday,Winter
2024-02-07,24:00:00,24,25.73,Wednesday,Winter
2024-02-08,01:00:00,1,18.95,Thursday,Winter
2024-02-08,02:00:00,2,13.62,Thursday,Winter
2024-02-08,03:00:00,3,17.31,Thursday,Winter
2024-02-08,04:00:00,4,19.92,Thursday,Winter
2024-02-08,05:00:00,5,14.45,Thursday,Winter
2024-02-08,06:00:00,6,25.84,Thursday,Winter
2024-02-08,07:00:00,7,68.34,Thursday,Winter
2024-02-08,08:00:00,8,62.44,Thursday,Winter
2024-02-08,09:00:00,9,72.96,Thursday,Winter
2024-02-08,10:00:00,10,61.81,Thursday,Winter
2024-02-08,11:00:00,11,51.73,Thursday,Winter
2024-02-08,12:00:00,12,37.69,Thursday,Winter
2024-02-08,13:00:00,13,30.64,Thursday,Winter
2024-02-08,14:00:00,14,32.63,Thursday,Winter
2024-02-08,15:00:00,15,7.39,Thursday,Winter
2024-02-08,16:00:00,16,5.1,Thursday,Winter
2024-02-08,17:00:00,17,3.82,Thursday,Winter
2024-02-08,18:00:00,18,2.0,Thursday,Winter
2024-02-08,19:00:00,19,2.1,Thursday,Winter
2024-02-08,20:00:00,20,9.83,Thursday,Winter
2024-02-08,21:00:00,21,4.68,Thursday,Winter
2024-02-08,22:00:00,22,2.72,Thursday,Winter
2024-02-08,23:00:00,23,3.82,Thursday,Winter
2024-02-08,24:00:00,24,4.34,Thursday,Winter
2024-02-09,01:00:00,1,2.8,Friday,Winter
2024-02-09,02:00:00,2,3.63,Friday,Winter
2024-02-09,03:00:00,3,2.96,Friday,Winter
2024-02-09,04:00:00,4,2.19,Friday,Winter
2024-02-09,05:00:00,5,2.15,Friday,Winter
2024-02-09,06:00:00,6,0.95,Friday,Winter
2024-02-09,07:00:00,7,1.96,Friday,Winter
2024-02-09,08:00:00,8,1.57,Friday,Winter
2024-02-09,09:00:00,9,1.91,Friday,Winter
2024-02-09,10:00:00,10,3.34,Friday,Winter
2024-02-09,11:00:00,11,4.05,Friday,Winter
2024-02-09,12:00:00,12,4.53,Friday,Winter
2024-02-09,13:00:00,13,4.01,Friday,Winter
2024-02-09,14:00:00,14,3.58,Friday,Winter
2024-02-09,15:00:00,15,2.62,Friday,Winter
2024-02-09,16:00:00,16,2.19,Friday,Winter
2024-02-09,17:00:00,17,2.48,Friday,Winter
2024-02-09,18:00:00,18,2.48,Friday,Winter
2024-02-09,19:00:00,19,2.67,Friday,Winter
2024-02-09,20:00:00,20,1.76,Friday,Winter
2024-02-09,21:00:00,21,1.62,Friday,Winter
2024-02-09,22:00:00,22,1.62,Friday,Winter
2024-02-09,23:00:00,23,1.91,Friday,Winter
2024-02-09,24:00:00,24,1.33,Friday,Winter
2024-02-10,01:00:00,1,1.33,Saturday,Winter
2024-02-10,02:00:00,2,1.33,Saturday,Winter
2024-02-10,03:00:00,3,1.24,Saturday,Winter
2024-02-10,04:00:00,4,1.62,Saturday,Winter
2024-02-10,05:00:00,5,2.05,Saturday,Winter
2024-02-10,06:00:00,6,1.48,Saturday,Winter
2024-02-10,07:00:00,7,1.57,Saturday,Winter
2024-02-10,08:00:00,8,1.67,Saturday,Winter
2024-02-10,09:00:00,9,1.0,Saturday,Winter
2024-02-10,10:00:00,10,2.91,Saturday,Winter
2024-02-10,11:00:00,11,6.3,Saturday,Winter
2024-02-10,12:00:00,12,2.72,Saturday,Winter
2024-02-10,13:00:00,13,5.77,Saturday,Winter
2024-02-10,14:00:00,14,11.69,Saturday,Winter
2024-02-10,15:00:00,15,18.45,Saturday,Winter
2024-02-10,16:00:00,16,16.12,Saturday,Winter
2024-02-10,17:00:00,17,27.53,Saturday,Winter
2024-02-10,18:00:00,18,35.7,Saturday,Winter
2024-02-10,19:00:00,19,35.47,Saturday,Winter
2024-02-10,20:00:00,20,27.51,Saturday,Winter
2024-02-10,21:00:00,21,32.33,Saturday,Winter
2024-02-10,22:00:00,22,52.08,Saturday,Winter
2024-02-10,23:00:00,23,50.79,Saturday,Winter
2024-02-10,24:00:00,24,51.9,Saturday,Winter
2024-02-11,01:00:00,1,48.1,Sunday,Winter
2024-02-11,02:00:00,2,29.77,Sunday,Winter
2024-02-11,03:00:00,3,18.23,Sunday,Winter
2024-02-11,04:00:00,4,21.42,Sunday,Winter
2024-02-11,05:00:00,5,20.95,Sunday,Winter
2024-02-11,06:00:00,6,10.26,Sunday,Winter
2024-02-11,07:00:00,7,18.0,Sunday,Winter
2024-02-11,08:00:00,8,43.79,Sunday,Winter
2024-02-11,09:00:00,9,60.56,Sunday,Winter
2024-02-11,10:00:00,10,49.17,Sunday,Winter
2024-02-11,11:00:00,11,41.5,Sunday,Winter
2024-02-11,12:00:00,12,34.04,Sunday,Winter
2024-02-11,13:00:00,13,36.34,Sunday,Winter
2024-02-11,14:00:00,14,41.73,Sunday,Winter
2024-02-11,15:00:00,15,27.32,Sunday,Winter
2024-02-11,16:00:00,16,24.25,Sunday,Winter
2024-02-11,17:00:00,17,47.31,Sunday,Winter
2024-02-11,18:00:00,18,37.22,Sunday,Winter
2024-02-11,19:00:00,19,41.33,Sunday,Winter
2024-02-11,20:00:00,20,43.46,Sunday,Winter
2024-02-11,21:00:00,21,45.26,Sunday,Winter
2024-02-11,22:00:00,22,33.57,Sunday,Winter
2024-02-11,23:00:00,23,28.4,Sunday,Winter
